Word,Sense_count
latent,2
later,2
lateral,2
latest,2
lathery,1
latin,4
latin-american,1
latinate,1
latino,1
latish,1
latitudinal,1
latitudinarian,1
latter,1
latter-day,1
latticed,1
latticelike,1
latvian,1
laudable,1
laudatory,1
laughable,2
laughing,1
laureate,1
laureled,1
laurelled,1
lavender,1
lavender-pink,1
lavender-tinged,1
lavish,2
law-abiding,1
lawful,4
lawfully-begotten,1
lawless,3
lax,4
laxative,1
lay,2
layered,1
lazy,2
lead-colored,1
lead-coloured,1
lead-free,1
leaded,3
leaden,5
leading,4
leadless,1
leaf-like,1
leafed,1
leafless,1
leaflike,1
leafy,1
leafy-stemmed,1
leakproof,1
leaky,3
leal,1
lean,4
leaning,1
learned,3
leased,1
least,1
leather-leafed,1
leather-leaved,1
leathered,1
leatherlike,1
leathery,1
leaved,1
leavened,1
lebanese,1
lecherous,1
lee,1
leechlike,1
leering,2
leery,1
leeward,1
left,4
left-eyed,1
left-hand,2
left-handed,6
left-of-center,1
left-slanting,1
left-wing,1
left_over,1
leftish,1
leftist,1
leftmost,1
leftover,1
legal,5
legato,1
legendary,2
legged,1
leggy,2
legible,1
legion,1
legislative,2
legitimate,4
legless,1
leglike,1
leguminous,1
leibnitzian,1
leibnizian,1
leisured,1
leisurely,1
lemon-scented,1
lemonlike,1
lemony,1
lendable,1
lengthened,1
lengthways,1
lengthwise,1
lengthy,1
lenient,3
lenitive,1
lenten,1
lentic,1
lenticular,1
lentiform,1
lentiginose,1
lentiginous,1
lentissimo,1
lento,1
leonardesque,1
leonine,1
lepidote,1
leprose,1
leprous,1
leptorhine,1
leptorrhine,1
leptorrhinian,1
leptorrhinic,1
leptosporangiate,1
lesbian,1
less,3
less-traveled,1
lessened,2
lesser,2
lethal,1
lethargic,1
letter-perfect,1
lettered,1
levantine,1
level,5
level-headed,1
levelheaded,1
levitical,1
levorotary,1
levorotatory,1
lewd,2
lexical,2
lexicalised,1
lexicalized,1
lexicographic,1
lexicographical,1
lexicostatistic,1
li,1
liable,4
libellous,1
libelous,1
liberal,5
liberalistic,1
liberated,2
liberian,1
libertine,1
libidinal,1
libidinous,1
libyan,1
licenced,1
licensed,1
licentious,1
licit,2
licked,1
lidded,2
lidless,3
liechtensteiner,1
liege,1
lienal,1
life-and-death,1
life-giving,1
life-or-death,1
life-size,1
life-sized,1
life-support,1
life-sustaining,1
life-threatening,1
lifeless,4
lifelike,2
lifelong,1
lifesize,1
lifted,1
light,25
light-armed,2
light-blue,1
light-boned,1
light-colored,1
light-duty,1
light-fingered,1
light-footed,1
light-green,1
light-haired,1
light-handed,1
light-headed,2
light-hearted,1
light-minded,1
light-sensitive,1
light-tight,1
lighted,2
lighter-than-air,1
lightheaded,2
lighthearted,1
lighting-up,1
lightless,2
lightly-armed,1
lightly_armored,1
lightly_armoured,1
lightproof,1
lightsome,2
lightweight,2
ligneous,1
lii,1
liii,1
likable,2
like,4
like-minded,1
likeable,2
liked,1
likely,4
lilac,1
lilac-blue,1
lilac-colored,1
lilac-pink,1
lilac-purple,1
liliaceous,1
lilliputian,3
lilting,1
lily-livered,1
lily-white,2
limacine,1
limacoid,1
limbed,1
limber,3
limbic,1
limbless,1
limited,7
limiting,2
limitless,3
limnological,1
limp,2
limpid,3
lincolnesque,1
lincolnian,1
lineal,2
linear,5
lined,3
linelike,1
lingual,2
linguistic,2
lingulate,1
linked,1
linnaean,1
linnean,1
lionhearted,1
lip-shaped,1
lipless,1
liplike,1
lipophilic,1
lipotropic,1
lipped,1
liquefiable,1
liquefied,2
liquescent,1
liquid,7
liquid-fueled,1
liquifiable,1
liquified,3
lissom,1
lissome,1
listed,1
listless,2
lit,2
lite,1
literal,4
literary,3
literate,3
lithe,1
lithe-bodied,1
lithesome,1
lithic,2
lithographic,1
lithomantic,1
lithophytic,1
lithuanian,1
litigious,2
littered,1
little,8
little-known,1
littler,1
littoral,1
liturgical,1
liv,1
livable,1
live,11
live-bearing,1
liveable,1
liveborn,1
livelong,1
lively,6
liver,1
liver-colored,1
liveried,1
liverish,2
liverpudlian,1
livery,1
livid,4
living,6
livonian-speaking,1
load-bearing,1
loaded,5
loaded_down,2
loamless,1
loamy,1
loath,2
loathly,1
loathsome,2
lobar,1
lobate,2
lobated,1
lobed,1
lobeliaceous,1
lobster-backed,1
lobular,1
local,3
localised,2
localized,2
located,1
locker-room,1
loco,1
locomotive,1
locomotor,1
lofty,3
logarithmic,1
loggerheaded,1
logical,4
logistic,1
logistical,1
logogrammatic,1
logographic,1
logy,1
lone,3
lonely,4
lonesome,2
long,9
long-acting,1
long-ago,1
long-armed,1
long-bodied,1
long-branched,1
long-chain,1
long-dated,1
long-distance,2
long-faced,1
long-familiar,1
long-haired,1
long-handled,1
long-headed,1
long-jawed,1
long-lasting,1
long-legged,1
long-life,1
long-lived,1
long-play,1
long-playing,1
long-range,2
long-run,1
long-shanked,1
long-snouted,1
long-spurred,1
long-stalked,1
long-standing,1
long-staple,1
long-suffering,1
long-term,1
long-time,1
long-wearing,1
long-winded,1
long-wool,1
long-wooled,1
longanimous,1
longed-for,1
longhand,1
longish,1
longitudinal,3
longsighted,2
longstanding,1
longtime,1
look-alike,1
looking,1
loony,1
loopy,2
loose,13
loose-fitting,1
loose-jointed,1
loose-jowled,1
looseleaf,1
loosely_knit,1
loosened,1
looted,1
lop-eared,1
lopsided,2
loquacious,1
lordless,1
lordly,2
lordotic,1
lossless,1
lossy,1
lost,9
loth,2
lotic,1
louche,1
loud,3
loud-mouthed,1
loud-voiced,1
lousy,3
loutish,1
louvered,1
lovable,1
loveable,1
loved,1
loveless,2
lovelorn,1
lovely,2
loverlike,1
loverly,1
lovesick,1
lovesome,1
loving,1
low,10
low-altitude,1
low-backed,1
low-beam,1
low-budget,1
low-cal,1
low-ceilinged,1
low-class,1
low-cost,1
low-cut,2
low-density,2
low-down,2
low-grade,1
low-growing,1
low-interest,1
low-key,1
low-keyed,1
low-level,4
low-lying,2
low-necked,1
low-pitched,2
low-powered,1
low-pressure,1
low-priced,1
low-resolution,1
low-rise,1
low-set,2
low-spirited,1
low-sudsing,1
low-tech,1
low-tension,1
low-toned,1
low-voltage,1
lowborn,1
lowbred,1
lowbrow,1
lowbrowed,1
lower-class,1
lower-middle-class,1
lower-ranking,1
lowercase,1
lowered,1
lowering,1
lowermost,1
lowest,1
lowland,1
lowly,4
lowset,1
loyal,3
lubberly,2
lubricated,1
lubricious,2
lucent,1
lucid,4
lucifugal,1
lucifugous,1
luckless,1
lucky,3
lucrative,1
luculent,1
lucullan,1
ludic,1
ludicrous,2
lugubrious,1
lukewarm,2
lumbar,1
lumbering,1
lumbosacral,1
luminescent,1
luminous,1
lumpen,1
lumpish,1
lumpy,2
lunar,1
lunate,1
lunatic,1
lung-like,1
lunisolar,1
lupine,1
lurid,4
luscious,2
lush,4
lusitanian,2
lusterless,2
lustful,3
lustreless,2
lustrous,3
lusty,2
luteal,1
lutheran,2
luxe,1
luxembourgian,1
luxemburger,2
luxuriant,3
luxurious,2
lv,1
lvi,1
lvii,1
lviii,1
lx,1
lxi,1
lxii,1
lxiii,1
lxiv,1
lxv,1
lxvi,1
lxvii,1
lxviii,1
lxx,1
lxxi,1
lxxii,1
lxxiii,1
lxxiv,1
lxxv,1
lxxvi,1
lxxvii,1
lxxviii,1
lxxx,1
lxxxi,1
lxxxii,1
lxxxiii,1
lxxxiv,1
lxxxv,1
lxxxvi,1
lxxxvii,1
lxxxviii,1
lymphatic,1
lymphoblast-like,1
lymphocytic,1
lymphoid,1
lynx-eyed,1
lyonnaise,1
lyophilised,1
lyophilized,1
lyrate,1
lyre-shaped,1
lyric,4
lyrical,2
lysogenic,2
m,1
macabre,1
macaronic,1
macedonian,1
macerative,1
machiavellian,1
machine-accessible,1
machine-controlled,1
machine-driven,1
machine-made,1
machine_readable,1
machinelike,1
macho,1
macrencephalic,1
macrencephalous,1
macro,1
macrobiotic,1
macrocephalic,1
macrocephalous,1
macrocosmic,1
macroeconomic,1
macromolecular,1
macroscopic,2
macroscopical,2
maculate,2
mad,4
madagascan,1
madcap,1
maddened,1
maddening,1
made,3
made-to-order,2
made-up,1
magenta,1
magenta_pink,1
maggoty,1
magic,1
magical,1
magisterial,3
magna_cum_laude,1
magnanimous,2
magnetic,5
magnetised,1
magnetized,1
magnificent,1
magnified,1
magniloquent,1
magyar,1
mahogany-red,1
maiden,1
maidenlike,1
maidenly,1
mail-cheeked,1
mail-clad,1
mailed,1
maimed,1
main,3
mainstreamed,1
maintainable,1
maintained,2
majestic,3
major,8
majuscular,1
majuscule,2
make-believe,1
makeshift,1
maladaptive,1
maladjusted,3
maladjustive,1
maladroit,1
malapropos,1
malarial,1
malawian,1
malay,1
malayan,2
malayo-polynesian,1
malaysian,1
malcontent,1
male,3
maledict,1
malefic,1
maleficent,1
malevolent,2
malformed,1
malfunctioning,1
malian,1
malicious,1
malign,2
malignant,1
malleable,2
malnourished,1
malodorous,1
malodourous,1
malposed,1
malted,1
maltese,1
malthusian,1
maltreated,1
mammalian,1
mammary,1
mammoth,1
man-made,1
man-portable,1
man-sized,2
man-to-man,2
manageable,2
managerial,1
manchurian,1
mancunian,1
mandaean,1
mandatory,1
mandean,1
mandibular,1
mandibulate,1
mandibulofacial,1
maneuverable,1
manful,2
mangey,1
mangled,1
mangy,1
maniac,1
maniacal,1
manic,1
manic-depressive,1
manichaean,2
manichean,1
manichee,1
maniclike,1
manifest,1
manifold,1
manipulable,1
manipulative,1
manky,1
manlike,3
manly,2
manned,1
mannered,1
mannerly,1
mannish,2
manoeuvrable,1
manorial,1
manque,1
mansard,1
mantic,1
mantled,1
manual,3
manufactured,1
manx,1
many,1
many-chambered,1
many-lobed,1
many-sided,3
many_a,1
many_an,1
many_another,1
maoist,1
maple-like,1
maplelike,1
marauding,1
marbled,1
marbleised,1
marbleized,1
marched_upon,1
marginal,4
marian,1
marine,5
marital,1
maritime,2
marked,3
marked-up,1
marketable,3
markovian,1
marly,1
marmoreal,1
marmorean,1
maroc,1
maroon,1
maroon-purple,1
maroon-spotted,1
marooned,1
marred,1
marriageable,1
married,2
marshy,1
marsupial,1
martial,3
martian,1
marvellous,3
marvelous,3
marxist,1
marxist-leninist,1
masculine,3
masked,2
masochistic,1
masonic,2
masoretic,1
mass,1
mass-produced,1
mass-spectrometric,1
mass_spectroscopic,1
massive,4
masted,1
master,1
mastered,1
masterful,1
masterless,1
masterly,1
mastoid,2
mastoidal,1
mat,1
matched,2
matching,2
matchless,1
mated,3
mateless,2
material,6
materialistic,2
maternal,4
maternalistic,1
matey,1
mathematical,5
matriarchal,1
matriarchic,1
matricentric,1
matrilineal,1
matrilinear,1
matrimonial,1
matronly,1
matt,1
matte,1
matted,2
matter-of-course,1
matter-of-fact,2
maturational,1
mature,5
matured,2
matutinal,1
maudlin,1
mauritanian,1
mauritian,1
mauve,1
mauve-blue,1
mauve-pink,1
maverick,1
mawkish,1
maxi,1
maxillary,1
maxillodental,1
maxillofacial,1
maxillomandibular,1
maximal,1
maximising,1
maximizing,1
maximum,1
mayoral,1
mazed,1
mazy,1
meager,1
meagerly,1
meagre,1
mealy,2
mealy-mouthed,1
mealymouthed,1
mean,8
meandering,1
meaning,1
meaningful,1
meaningless,2
meanspirited,2
measly,1
measurable,2
measured,4
measureless,1
meat-eating,1
meatless,1
meaty,2
mechanic,1
mechanical,3
mechanically_skillful,1
mechanised,2
mechanistic,2
mechanized,2
mecopterous,1
meddlesome,1
meddling,1
mediaeval,2
medial,2
median,3
mediate,2
mediated,1
mediatorial,1
mediatory,1
medical,3
medicative,1
medicinal,1
medicolegal,1
medieval,3
mediocre,3
meditative,1
mediterranean,1
medium,2
medium-dry,1
medium-large,1
medium-size,1
medium-sized,1
medullary,3
medullated,1
medusoid,1
meek,3
meet,1
megakaryocytic,1
megalithic,1
megaloblastic,1
megalomaniacal,1
megalomanic,1
megascopic,1
meiotic,1
melancholic,1
melancholy,2
melanesian,1
meliorative,1
mellifluous,1
mellisonant,1
mellow,4
mellowed,2
melodic,2
melodious,2
melodramatic,2
meltable,1
melted,1
melting,1
membered,1
memberless,1
membrane-forming,1
membranous,2
memorable,1
menacing,1
mendacious,2
mendelian,1
mendicant,1
menial,1
meningeal,1
menopausal,1
mensal,1
menstrual,1
mensurable,2
mensural,2
mental,5
mentally_ill,1
mentholated,1
mephistophelean,1
mephistophelian,1
mephitic,1
mercantile,3
mercenary,3
mercerised,1
mercerized,1
merchantable,1
merciful,2
merciless,1
mercurial,4
mercuric,1
mercurous,1
mercury-contaminated,1
mere,2
meretricious,3
merged,1
merging,1
meridian,2
meridional,2
meritable,1
merited,1
meritless,1
meritocratic,1
meritorious,1
merovingian,1
merry,3
mesenteric,1
meshed,2
meshuga,1
meshugga,1
meshugge,1
meshuggeneh,1
meshuggener,1
mesial,1
mesic,2
mesmeric,1
mesmerised,1
mesmerized,1
mesmerizing,1
mesoamerican,1
mesoblastic,1
mesodermal,1
mesolithic,1
mesomorphic,1
mesonic,1
mesophytic,1
mesozoic,1
messianic,1
messy,1
metabolic,2
metabolous,1
metacarpal,1
metacentric,2
metagrabolised,1
metagrabolized,1
metagrobolised,1
metagrobolized,1
metal,1
metal-colored,1
metal-coloured,1
metal-cutting,1
metal-looking,1
metallic,1
metallic-colored,1
metallic-coloured,1
metallic-looking,1
metallike,1
metalloid,1
metallurgic,1
metallurgical,1
metameric,1
metamorphic,2
metamorphous,2
metaphoric,1
metaphorical,1
metaphysical,3
metastable,1
metastatic,1
metatarsal,1
meted_out,1
meteoric,3
meteoritic,1
meteoritical,1
meteorologic,1
meteorological,1
methodical,1
methodist,1
methodological,1
methylated,1
meticulous,2
metonymic,1
metonymical,1
metric,2
metrical,2
metrological,1
metropolitan,1
mettlesome,2
mexican,1
miasmal,1
miasmic,2
micaceous,1
michelangelesque,1
micro,1
microbial,1
microbic,1
microcephalic,1
microcephalous,1
microcosmic,1
microcrystalline,1
microeconomic,1
microelectronic,1
micrometeoric,1
micrometeoritic,1
micropylar,1
microscopic,4
microscopical,3
microsomal,1
mid,1
mid-atlantic,1
middle,4
middle-aged,1
middle-class,1
middle-level,1
middle-of-the-road,2
middle_atlantic,1
middle_eastern,1
middlemost,1
middling,1
midget,1
midi,1
midland,1
midmost,1
midway,1
midweekly,1
midwestern,1
miffed,1
mighty,1
migrant,1
migrational,1
migratory,2
milanese,1
milch,1
mild,3
mild-mannered,1
mild-tasting,1
militant,3
militarised,1
militaristic,1
militarized,1
military,3
milk-sick,1
milk-white,1
milkless,1
milklike,1
milky,1
milled,1
millenarian,1
millenary,2
millennial,1
millennian,1
million,1
millionth,1
mimetic,2
mimic,1
minacious,1
minatory,1
mincing,1
mind-altering,1
mind-bending,1
mind-blowing,2
mind-boggling,1
mind-expanding,1
minded,2
mindful,1
mindless,5
mine_run,1
mined,1
mineral,2
mingy,1
mini,1
miniature,1
minimal,1
minimalist,2
minimized,1
minimum,1
miniscule,1
ministerial,2
ministrant,1
minoan,1
minor,10
mint,1
mint-scented,1
minty,2
minus,2
minuscular,1
minuscule,3
minute,2
miotic,1
miraculous,2
mired,1
mirky,2
mirrored,1
mirrorlike,1
mirthful,2
mirthless,1
miry,1
misanthropic,2
misanthropical,2
misappropriated,1
misbegot,1
misbegotten,1
misbranded,1
miscellaneous,2
mischievous,2
miscible,1
miserable,6
miserly,1
misfortunate,1
misguided,2
mishnaic,1
mislabeled,1
mislaid,1
misleading,1
mismatched,2
mismated,1
misogynic,1
misogynistic,1
misogynous,1
misplaced,2
misrelated,1
misrepresented,1
missed,1
misshapen,1
missing,2
missional,1
missionary,1
mistakable,1
mistaken,2
mistreated,1
mistrustful,1
misty,2
misty-eyed,1
misunderstood,1
misused,1
mithraic,1
mithraistic,1
mitigable,1
mitigated,1
mitigative,1
mitigatory,1
mitotic,1
mitral,2
mixable,1
mixed,2
mixed-up,1
mnemonic,1
mnemotechnic,1
mnemotechnical,1
moated,1
mobbish,1
mobile,5
moblike,1
mock,1
mocking,2
mod,1
modal,3
model,1
modeled,1
moderate,3
moderate-size,1
moderate-sized,1
moderating,1
moderato,1
modern,5
modern-day,1
moderne,1
modernised,1
modernistic,1
modernized,1
modest,7
modifiable,1
modified,2
modish,1
modular,1
modulated,2
mohammedan,1
moire,1
moist,1
molal,1
molar,4
moldable,1
molded,1
moldovan,1
moldy,1
molecular,2
molten,1
momentaneous,1
momentary,1
momentous,1
monacan,1
monandrous,1
monarchal,2
monarchic,1
monarchical,2
monastic,1
monastical,1
monatomic,1
monaural,1
monecious,1
monegasque,1
moneran,1
monestrous,1
monetary,1
moneyed,2
moneyless,2
moneymaking,2
mongol,1
mongolian,2
mongoloid,3
monied,1
monistic,1
monitory,1
monkish,1
mono,1
monoatomic,1
monocarboxylic,1
monocarpic,1
monochromatic,3
monochrome,1
monochromic,1
monochromous,1
monocled,1
monoclinal,1
monoclinic,1
monoclinous,1
monoclonal,1
monocotyledonous,1
monodic,1
monodical,1
monoecious,1
monoestrous,1
monogamous,1
monogenic,1
monogynic,1
monogynous,1
monoicous,1
monolingual,1
monolithic,2
monomaniacal,1
monometallic,1
monomorphemic,1
mononuclear,1
mononucleate,1
monophonic,2
monophysite,1
monophysitic,1
monoploid,1
monopolistic,1
monopteral,1
monosemous,1
monosyllabic,1
monotheistic,1
monotone,2
monotonic,2
monotonous,2
monotypic,1
monounsaturated,1
monovalent,2
monovular,1
monozygotic,1
monstrous,3
montane,1
monthlong,1
monthly,1
montserratian,1
monumental,3
moody,2
moon-faced,1
moon-round,1
moon-splashed,1
moonless,1
moonlike,1
moonlit,1
moonstruck,1
moony,2
moorish,1
moot,2
mop-headed,1
moraceous,1
moral,2
moralistic,1
moravian,1
morbid,3
morbific,1
morbilliform,1
mordacious,2
mordant,2
more,2
more_than,1
moresque,1
morganatic,1
moribund,2
mormon,1
moroccan,1
moronic,1
morose,1
morphemic,1
morphologic,3
morphological,3
morphophonemic,1
mortal,4
mortgaged,1
mortified,2
mortifying,2
mortuary,2
mosaic,1
moslem,1
moss-grown,2
moss_green,1
mosstone,1
mossy,2
most,2
most-favored-nation,1
most-valuable,1
moth-eaten,3
moth-resistant,1
mother-naked,1
motherless,1
motherlike,1
motherly,1
mothproof,1
mothy,2
motile,1
motional,1
motionless,1
motivated,1
motivating,1
motivational,1
motivative,1
motive,2
motiveless,1
motley,2
motor,2
motor-assisted,1
motored,1
motorial,1
motorised,1
motorized,2
motorless,1
mottled,1
mouldy,1
mounded_over,1
mountainous,3
mounted,2
mournful,2
mourning,1
mouse-colored,1
mouse-eared,1
mouse-sized,1
mouselike,1
mousey,3
mousy,3
mouth-watering,1
mouthless,1
mouthlike,1
movable,2
moveable,1
moved,1
moving,3
mown,1
mozambican,2
mozartean,1
mozartian,1
much,1
muciferous,1
mucilaginous,1
mucinoid,1
mucinous,1
mucky,2
mucocutaneous,1
mucoid,1
mucoidal,1
mucopurulent,1
mucosal,1
mucose,1
mucous,1
mud-beplastered,1
mud-brick,1
muddied,1
muddled,1
muddleheaded,1
muddy,4
muffled,2
muggy,1
muhammadan,1
mulish,1
mullioned,1
multi-color,1
multi-colored,1
multi-colour,1
multi-coloured,1
multi-ethnic,1
multi-seeded,1
multi-stemmed,1
multi-valued,1
multicellular,1
multicolor,1
multicolored,1
multicolour,1
multicoloured,1
multicultural,1
multidimensional,1
multiethnic,1
multifaceted,1
multifactorial,1
multifarious,1
multiform,1
multilane,1
multilateral,1
multilevel,1
multilingual,1
multinational,1
multinomial,1
multinucleate,1
multiparous,1
multipartite,1
multiphase,1
multiple,1
multiple-choice,1
multiplex,2
multiplicative,1
multiplied,1
multipotent,1
multipurpose,1
multiracial,1
multistorey,1
multistoried,1
multistory,1
multitudinous,1
multivalent,3
multivariate,1
mum,1
mummy-brown,1
mundane,3
municipal,2
munificent,1
mural,1
murdered,1
murderous,1
murine,1
murky,2
murmuring,1
murmurous,1
muscle-bound,1
muscovite,1
muscular,4
musculoskeletal,1
mushy,2
musical,4
musicological,1
musing,1
musk-scented,1
musky,1
musky-scented,1
muslim,1
mussy,1
must,1
mustached,1
mustachioed,1
musty,2
mutable,3
mutafacient,1
mutagenic,1
mutant,1
mutational,1
mutative,1
mute,2
muted,2
mutilated,1
mutinous,2
mutual,2
mutualist,1
mutually_beneficial,1
mutually_exclusive,1
muzzle-loading,1
muzzy,2
myalgic,1
mycenaean,1
myelic,1
myelinated,1
myelinic,1
myeloid,3
myocardial,1
myoid,1
myopathic,1
myopic,2
myotic,1
myotonic,1
myriad,1
myrmecophagous,1
myrmecophilous,1
myrmecophytic,1
mysophobic,1
mysterious,2
mystic,3
mystical,3
mystified,1
mystifying,1
mythic,2
mythical,1
mythologic,1
mythological,1
n-th,1
nacreous,2
nagging,1
naiant,1
naif,1
nail-biting,1
naive,5
naked,5
naked-muzzled,1
naked-tailed,1
naked_as_a_jaybird,1
naked_as_the_day_one_was_born,1
naked_as_the_day_you_were_born,1
namby-pamby,1
nameless,1
namibian,1
naming,1
nanocephalic,1
napoleonic,1
napped,1
napping,1
nappy,1
narcissistic,1
narcoleptic,1
narcotic,3
narcotised,1
narcotising,1
narcotized,1
narcotizing,1
narial,1
narrative,1
narrow,5
narrow-bodied,1
narrow-minded,3
narrow-mouthed,1
narrowed,2
narrowing,2
nary,1
nasal,2
nascent,1
nasopharyngeal,1
nasty,4
natal,2
national,7
national_socialist,1
nationalist,1
nationalistic,2
nationwide,1
native,4
native-born,1
native_american,1
nativist,2
nativistic,2
natriuretic,1
natty,1
natural,10
naturalised,1
naturalistic,1
naturalized,2
naturally_occurring,1
naturistic,1
naughty,2
nauruan,1
nauseated,1
nauseating,1
nauseous,2
nautical,1
naval,1
navicular,1
navigable,1
navigational,1
nazarene,2
nazi,2
neandertal,2
neanderthal,2
neanderthalian,1
neapolitan,1
near,6
near-blind,1
nearby,1
nearsighted,1
neat,6
nebular,2
nebulose,1
nebulous,3
necessary,2
necessitous,1
neck-deep,1
neck_and_neck,1
necked,1
neckless,1
necklike,1
necromantic,2
necromantical,1
necrotic,1
nectar-rich,1
nectariferous,1
nectarous,1
nee,1
needed,1
needful,1
needle-shaped,1
needled,1
needlelike,1
needless,1
needy,2
nefarious,1
negative,9
negatively_charged,1
neglected,2
neglectful,2
negligent,1
negligible,2
negotiable,3
negro,1
neighboring,1
neighborly,1
neighbourly,1
neither,1
neo,1
neo-darwinian,1
neo-lamarckian,1
neoclassic,1
neoclassical,1
neoclassicist,1
neoclassicistic,1
neocortical,1
neoliberal,1
neolithic,1
neonatal,1
neoplastic,1
neotenic,1
neotenous,1
nepalese,1
nepali,1
nephritic,2
nephrotoxic,1
neritic,2
nerve-racking,1
nerve-wracking,1
nerveless,2
nervous,5
nervy,3
nescient,2
nestled,1
nestorian,1
net,2
nether,3
nethermost,1
netlike,1
nett,1
netted,1
nettled,1
nettlesome,2
networklike,1
neural,2
neuralgic,1
neurasthenic,1
neuroanatomic,1
neuroanatomical,1
neurobiological,1
neuroendocrine,1
neurogenic,1
neuroglial,1
neurologic,1
neurological,1
neuromatous,1
neuromotor,1
neuromuscular,1
neuronal,1
neuronic,1
neurophysiological,1
neuropsychiatric,1
neuropsychological,1
neurotic,2
neurotoxic,1
neurotropic,1
neuter,2
neutered,1
neutral,7
neutral-colored,1
neutral-coloured,1
neutralised,1
neutralized,1
never-ending,1
never-say-die,1
new,10
new-fangled,1
new-made,1
new-mown,1
new-sprung,1
new_caledonian,1
new_zealander,1
newborn,2
newfangled,1
newfound,1
newsless,2
newsworthy,1
newsy,2
newtonian,1
next,4
next-to-last,2
nibbed,1
nicaean,1
nicaraguan,1
nice,5
nicene,1
nickel-and-dime,2
nidicolous,1
nidifugous,1
niffy,1
nifty,1
nigerian,2
nigerien,1
niggardly,1
niggling,1
nigh,2
nighted,1
nightlong,1
nightly,1
nightmarish,1
nihilistic,1
nilotic,2
nilpotent,1
nimble,2
nimble-fingered,1
niminy-piminy,1
nine,1
nine-fold,1
nine-membered,1
nine-sided,1
ninefold,1
ninepenny,1
nineteen,1
nineteenth,1
ninetieth,1
ninety,1
ninety-eight,1
ninety-fifth,1
ninety-five,1
ninety-four,1
ninety-nine,1
ninety-one,1
ninety-seven,1
ninety-six,1
ninety-three,1
ninety-two,1
ninth,1
nip_and_tuck,1
nipping,2
nipponese,1
nippy,2
nisi,1
nitid,1
nitric,1
nitrogen-bearing,1
nitrogen-fixing,1
nitrogenous,1
nitrous,1
nitwitted,1
no,1
no-account,1
no-count,1
no-frills,1
no-go,1
no-good,2
no-hit,1
no-nonsense,1
no-win,1
noachian,1
noble,4
noble-minded,1
nocent,1
nociceptive,1
noctilucent,1
nocturnal,2
nodding,1
nodular,2
nodulated,1
noduled,1
nodulose,1
noetic,1
noiseless,1
noisome,2
noisy,2
nomadic,1
nominal,6
nominalistic,1
nominated,1
nominative,3
nomothetic,1
non-aromatic,1
non-automatic,1
non-buoyant,1
non-conducting,1
non-elective,1
non-finite,1
non-invertible,1
non-living,1
non-metric,1
non-miscible,1
non-negotiable,1
non-paying,1
non-poisonous,2
non-profit-making,1
non-resinous,1
non-resiny,1
non-slave,1
non-u,1
non-water-soluble,1
non-zero,1
non_compos_mentis,1
nonabsorbent,1
nonabsorptive,1
nonadaptive,1
nonaddictive,1
nonadhesive,1
nonadjacent,1
nonadsorbent,1
nonadsorptive,1
nonaged,1
nonagenarian,1
nonaggressive,1
nonalcoholic,1
nonaligned,1
nonappointive,1
nonarbitrable,1
nonarbitrary,1
nonarboreal,1
nonassertive,1
nonassociative,1
nonastringent,1
nonautonomous,1
nonbearing,1
nonbelligerent,1
noncaloric,1
noncarbonated,1
noncausal,1
noncausative,1
noncellular,1
nonchalant,1
nonchristian,1
nonchurchgoing,1
noncivilised,1
noncivilized,1
nonclassical,1
noncollapsable,1
noncollapsible,1
noncolumned,1
noncombatant,2
noncombinative,1
noncombining,1
noncombustible,1
noncommercial,1
noncommissioned,1
noncommittal,1
noncommunicable,1
noncompetitive,1
noncompliant,1
noncomprehensive,1
nonconcentric,1
nonconducting,1
nonconductive,1
nonconforming,1
nonconformist,2
nonconscious,2
noncontagious,1
noncontentious,1
noncontinuous,1
noncontroversial,1
nonconvergent,1
noncritical,3
noncrucial,2
noncrystalline,1
noncurrent,1
noncyclic,2
noncyclical,1
nondeductible,1
nondenominational,1
nondescript,1
nondigestible,1
nondisposable,2
none,1
nonechoic,1
noneffervescent,2
nonelected,1
nonelective,1
nonenterprising,1
nonenzymatic,1
nonequivalent,1
nonessential,1
nonexempt,2
nonexistent,1
nonexplorative,1
nonexploratory,1
nonexplosive,1
nonextant,2
nonextensile,1
nonfat,1
nonfatal,1
nonfictional,1
nonfigurative,1
nonfinancial,1
nonfinite,1
nonfissile,1
nonfissionable,1
nonflammable,1
nonflavored,1
nonflavoured,1
nonflowering,1
nonfunctional,2
nonglutinous,1
nongranular,1
nongregarious,1
nonhairy,1
nonharmonic,1
nonhereditary,1
nonheritable,1
nonhierarchic,1
nonhierarchical,1
nonhuman,1
nonimitative,1
nonimmune,1
nonindulgent,1
nonindustrial,1
noninfectious,1
noninflammatory,1
noninheritable,1
noninstitutional,1
noninstitutionalised,1
noninstitutionalized,1
nonintegrated,1
nonintellectual,1
noninterchangeable,1
nonintersecting,1
noninvasive,1
nonionic,2
nonionised,1
nonionized,1
nonjudgmental,1
nonkosher,1
nonleaded,1
nonlegal,1
nonlethal,1
nonlexical,1
nonlinear,1
nonlinguistic,1
nonliteral,1
nonliterary,1
nonliterate,1
nonliving,1
nonmagnetic,1
nonmandatory,1
nonmaterial,1
nonmeaningful,1
nonmechanical,2
nonmechanistic,1
nonmedicinal,1
nonmetal,1
nonmetallic,1
nonmetamorphic,1
nonmigratory,1
nonmilitary,1
nonmodern,1
nonmonotonic,1
nonmotile,1
